month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2015-11,Wyoming,383,,1745,2372,87,104,1,0,4,0,132,184,0,0,0,0,,,1,2,0,0,2,0,5017
2015-10,Alabama,21958,,17810,14789,757,903,0,15,22,2,2642,2227,5,0,0,0,,,9,11,2,2,2,0,61156
2015-10,Alaska,212,,4016,4414,264,321,0,8,10,0,346,310,3,17,16,0,,,3,1,0,0,0,0,9941
2015-10,Arizona,4502,,10928,7308,741,550,0,3,0,0,1459,865,7,114,7,0,,,9,7,0,1,0,0,26501
2015-10,Arkansas,4813,,5524,8839,164,405,0,11,7,0,1105,2529,3,0,0,0,,,4,4,0,0,1,0,23409
2015-10,California,94134,,37977,26151,3912,0,0,0,0,0,523,505,9,0,0,0,,,0,0,0,0,0,0,163211
2015-10,Colorado,3732,,17059,14870,938,1016,0,0,0,0,0,0,0,148,22,0,,,0,0,0,0,0,0,37785
2015-10,Connecticut,10222,,9306,4207,183,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,23918
2015-10,Delaware,218,,1786,1774,93,70,0,1,1,0,13,11,1,0,0,0,,,54,26,1,2,1,0,4052
2015-10,District of Columbia,4,,66,0,0,0,5,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,76
2015-10,Florida,17963,,45304,22587,2456,1826,163,13,4,0,2808,1288,2,52,11,0,,,31,10,0,0,0,0,94518
2015-10,Georgia,14406,,13192,12217,444,582,0,6,9,2,2054,2479,3,0,0,0,,,6,10,2,3,4,1,45420
2015-10,Guam,0,,119,64,22,8,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,213
2015-10,Hawaii,1378,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,0,0,0,0,0,0,1380
2015-10,Idaho,1982,,2873,5535,176,182,0,4,3,0,344,859,1,10,5,0,,,5,4,0,0,3,0,11986
2015-10,Illinois,63534,,19306,12361,0,685,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,95886
2015-10,Indiana,65285,,18633,13859,1055,627,0,1,5,0,26,615,1,52,0,0,,,43,10,3,2,3,0,100220
2015-10,Iowa,7078,,172,3318,26,4,17,0,0,0,2,104,0,3,1,0,,,0,0,0,0,0,0,10725
2015-10,Kansas,1175,,5542,5960,333,330,2,3,3,0,613,488,2,1,0,0,,,7,9,1,0,0,0,14469
2015-10,Kentucky,250325,,9520,10953,260,588,0,5,12,0,1875,2599,3,2,2,0,,,9,9,0,0,0,0,276162
2015-10,Louisiana,3099,,11765,14348,689,614,0,5,11,1,1105,1634,7,0,0,0,,,8,11,1,1,1,0,33300
2015-10,Maine,376,,4028,6036,159,209,1,0,0,0,114,299,0,10,5,0,,,3,3,1,0,1,0,11245
2015-10,Mariana Islands,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1
2015-10,Maryland,1914,,3389,6110,132,16,0,0,0,0,68,179,0,7,3,0,,,5,5,2,2,0,0,11832
2015-10,Massachusetts,4960,,5226,3146,367,164,1,0,0,0,2,5,0,1,1,0,,,45,25,4,0,0,0,13947
2015-10,Michigan,16387,,10948,13244,341,208,2113,0,2,0,3,467,1,89,10,0,,,6,2,1,0,0,0,43822
2015-10,Minnesota,21361,,8661,18163,502,379,0,2,2,0,218,741,2,8,6,0,,,7,8,0,0,0,0,50060
2015-10,Mississippi,789,,7726,8231,279,427,40,25,18,0,1449,1858,2,0,0,0,,,8,8,2,0,0,0,20862
2015-10,Missouri,6768,,18686,18848,1044,981,0,13,17,1,1340,1990,3,101,30,2,,,39,24,1,1,1,0,49890
2015-10,Montana,1077,,2701,6840,111,230,12,2,10,10,477,1493,1,7,6,1,,,3,4,0,1,2,0,12988
2015-10,Nebraska,3916,,168,2645,17,7,0,0,0,0,6,114,0,4,3,0,,,0,0,0,0,0,0,6880
2015-10,Nevada,1667,,4292,2549,210,255,0,0,0,0,308,174,0,1,0,0,,,0,0,0,0,0,0,9456
2015-10,New Hampshire,3199,,4303,3910,116,4,32,0,0,0,0,23,0,60,3,0,,,3,10,1,0,0,0,11664
2015-10,New Jersey,0,,3668,3507,140,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7315
2015-10,New Mexico,726,,5346,4341,314,263,0,3,4,0,522,797,2,58,0,0,,,2,1,0,1,1,0,12381
2015-10,New York,3803,,8329,19836,590,171,0,0,1,0,8,21,1,0,0,0,,,289,202,7,7,17,0,33282
2015-10,North Carolina,23356,,1203,15479,602,269,0,13,11,0,2090,2955,11,0,0,0,,,2,23,1,1,4,0,46020
2015-10,North Dakota,577,,1634,4868,87,85,0,0,0,1,58,200,0,0,0,0,,,7,29,0,0,1,0,7547
2015-10,Ohio,9017,,27354,20613,1347,1254,0,20,21,0,1555,1225,3,1,0,0,,,22,19,0,4,1,0,62456
2015-10,Oklahoma,0,,11653,10868,743,910,0,9,16,0,1968,2378,5,0,0,0,,,16,11,3,2,0,0,28582
2015-10,Oregon,47,,13732,11626,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,25405
2015-10,Pennsylvania,20840,,50119,10921,0,0,43,0,0,0,0,0,0,474,152,3,,,0,0,0,0,0,0,82552
2015-10,Puerto Rico,0,,1057,196,12,16,0,0,0,0,3,3,0,0,0,0,,,0,0,0,1,0,0,1288
2015-10,Rhode Island,0,,923,788,52,141,0,1,1,0,1,5,0,0,0,1,,,15,15,1,0,0,0,1944
2015-10,South Carolina,7517,,8301,7176,406,339,0,3,8,0,1199,1043,6,11,4,0,,,5,9,0,2,1,0,26030
2015-10,South Dakota,766,,2483,6689,259,176,0,1,1,0,164,375,0,0,0,0,,,0,6,0,0,0,0,10920
2015-10,Tennessee,8033,,24423,17480,0,1155,0,0,0,0,0,0,0,29,6,8,,,0,0,0,0,0,0,51134
2015-10,Texas,23495,,43428,41157,2836,2646,0,32,32,1,6869,5723,30,0,0,0,,,23,44,3,2,6,0,126327
2015-10,Utah,11112,,2831,3827,158,174,0,2,0,0,251,420,0,203,57,11,,,0,0,0,0,0,0,19046
2015-10,Vermont,0,,1183,1942,58,65,0,0,0,0,1,4,0,0,0,0,,,1,2,1,2,0,0,3259
2015-10,Virgin Islands,79,,19,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,100
2015-10,Virginia,369,,20672,17008,908,0,0,0,0,0,0,0,0,1,1,0,,,0,0,0,0,0,0,38959
2015-10,Washington,11387,,14937,12315,1441,571,0,8,10,1,1357,1715,1,337,150,9,,,416,383,14,3,6,0,45061
2015-10,West Virginia,2354,,6286,8427,237,464,5,6,0,0,1185,2382,4,3,0,5,,,10,13,0,1,6,0,21388
2015-10,Wisconsin,5158,,12731,16908,603,52,0,0,3,0,141,419,4,33,25,4,,,6,18,3,0,3,0,36111
2015-10,Wyoming,700,,1535,2274,80,102,1,1,3,0,169,299,0,0,0,0,,,1,1,0,0,0,0,5166
2015-09,Alabama,20999,,16038,13392,710,819,0,13,19,0,2318,1899,5,0,0,0,,,4,9,0,2,1,0,56228
2015-09,Alaska,184,,2294,3037,130,159,0,2,3,0,171,184,2,8,10,0,,,6,5,0,0,0,0,6195
2015-09,Arizona,4161,,10378,7529,677,520,0,2,2,0,1350,709,3,116,4,0,,,5,6,1,1,0,0,25464
2015-09,Arkansas,6286,,5356,6595,146,353,3,5,11,0,1041,2024,2,0,0,0,,,6,4,0,2,0,0,21834
2015-09,California,64698,,31897,24471,3429,0,0,0,0,0,506,438,2,0,0,0,,,0,0,0,0,0,0,125441
2015-09,Colorado,4151,,15186,12898,849,977,0,0,0,0,0,0,0,134,34,0,,,0,0,0,0,0,0,34229
2015-09,Connecticut,9713,,8330,3566,166,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,21775
2015-09,Delaware,267,,1503,1419,50,38,0,3,7,0,25,7,0,0,0,0,,,31,7,2,0,1,0,3360
2015-09,District of Columbia,0,,40,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,41
2015-09,Florida,16270,,40647,20159,2615,1727,173,11,7,0,2501,1114,6,1,0,0,,,13,2,0,0,0,0,85246
2015-09,Georgia,14837,,12323,9659,402,540,0,10,13,0,2026,1858,2,0,0,0,,,10,4,0,0,1,0,41685
2015-09,Guam,0,,117,48,13,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,181
2015-09,Hawaii,1267,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,0,0,0,0,0,0,1270
2015-09,Idaho,1851,,2782,5055,104,169,1,1,3,0,326,770,0,5,6,0,,,2,3,0,0,0,0,11078
2015-09,Illinois,63566,,17451,12693,0,766,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,94476
2015-09,Indiana,53051,,16754,11905,965,618,1,1,3,0,15,570,3,12,0,0,,,14,11,2,1,2,0,83928
2015-09,Iowa,7036,,191,2514,23,5,13,0,1,0,3,68,0,5,3,2,,,0,1,0,0,0,0,9865
2015-09,Kansas,1104,,4889,5167,258,273,2,1,1,0,550,472,3,0,0,1,,,5,5,0,0,0,0,12731
2015-09,Kentucky,241368,,8437,8102,214,556,1,4,14,0,1828,2157,0,0,0,0,,,2,9,0,0,1,0,262693
2015-09,Louisiana,2620,,16564,15861,771,885,0,5,5,0,1025,1293,5,0,0,0,,,7,9,3,0,0,0,39053
2015-09,Maine,471,,3272,4190,130,265,2,0,0,0,87,203,0,10,12,1,,,1,0,1,2,1,0,8648
2015-09,Mariana Islands,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1
2015-09,Maryland,1140,,2615,4779,148,9,0,1,1,0,60,147,0,3,1,0,,,1,6,1,0,0,0,8912
2015-09,Massachusetts,4632,,4543,2442,288,139,0,0,0,0,4,3,0,0,0,0,,,22,17,2,0,0,0,12092
2015-09,Michigan,27076,,9276,11046,315,182,0,0,1,0,4,349,0,60,10,0,,,4,7,0,0,1,0,48331
2015-09,Minnesota,19575,,7639,14880,389,310,0,1,2,1,246,596,1,16,6,0,,,3,18,1,0,3,1,43688
2015-09,Mississippi,953,,9974,8720,263,541,96,27,22,0,1294,1496,5,0,0,0,,,2,5,0,0,0,0,23398
2015-09,Missouri,6212,,16053,13650,862,900,0,10,12,0,1173,1497,5,83,11,3,,,23,15,0,2,0,0,40511
2015-09,Montana,967,,2641,5616,118,215,30,1,3,6,475,1209,2,4,4,1,,,5,4,0,0,1,0,11302
2015-09,Nebraska,3157,,138,2012,8,6,0,0,1,0,6,97,0,7,0,0,,,0,1,0,0,0,0,5433
2015-09,Nevada,2204,,4183,2499,191,264,0,0,0,0,293,185,0,2,0,0,,,0,0,0,0,0,0,9821
2015-09,New Hampshire,2963,,3802,3112,101,5,4,0,0,0,0,16,0,55,2,19,,,1,6,7,0,1,0,10094
2015-09,New Jersey,0,,3215,2728,113,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,6056
2015-09,New Mexico,881,,4763,4167,310,251,0,4,2,0,504,639,0,40,0,0,,,3,3,0,1,2,0,11570
2015-09,New York,3639,,7532,15898,544,132,0,2,0,0,13,14,0,0,1,0,,,225,191,5,4,3,1,28204
2015-09,North Carolina,23350,,1131,12571,581,214,0,14,15,0,1923,2521,11,0,0,0,,,4,10,0,2,1,0,42348
2015-09,North Dakota,492,,1399,3360,61,81,0,0,0,0,70,149,0,0,0,0,,,1,6,0,0,0,0,5619
2015-09,Ohio,8942,,23309,16734,1383,1148,0,15,15,0,1326,1025,6,2,0,0,,,10,10,1,0,2,0,53928
2015-09,Oklahoma,0,,10331,9491,657,822,0,5,12,0,1814,1992,13,0,0,0,,,7,6,0,1,3,0,25154
2015-09,Oregon,94,,10419,11137,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,21650
2015-09,Pennsylvania,18607,,42205,8762,0,0,28,0,0,0,0,0,0,431,119,4,,,0,0,0,0,0,0,70156
2015-09,Puerto Rico,0,,1036,214,16,26,0,0,0,0,5,3,0,0,0,0,,,0,0,0,0,0,0,1300
2015-09,Rhode Island,0,,816,585,37,112,0,0,0,0,6,2,0,0,0,1,,,5,2,0,0,0,0,1566
2015-09,South Carolina,6630,,8089,6836,410,376,0,4,5,0,1024,980,4,21,8,0,,,2,6,0,0,0,0,24395
2015-09,South Dakota,708,,2119,4338,248,146,0,0,2,0,139,245,0,0,0,0,,,0,4,0,0,0,0,7949
2015-09,Tennessee,15240,,21223,14758,0,1047,0,0,0,0,0,0,0,28,5,12,,,0,0,0,0,0,0,52313
2015-09,Texas,20733,,39567,45376,2578,2432,0,42,26,4,6323,5359,18,0,0,0,,,19,17,3,2,4,0,122503
2015-09,Utah,14323,,2735,4094,131,163,0,1,0,0,246,386,0,193,61,10,,,0,0,0,0,0,0,22343
2015-09,Vermont,0,,1091,1464,64,59,0,0,1,0,1,0,0,0,0,0,,,0,1,0,0,0,0,2681
2015-09,Virgin Islands,107,,25,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,134
2015-09,Virginia,553,,18720,13891,862,0,0,0,0,0,0,0,0,2,2,0,,,0,0,0,0,0,0,34030
2015-09,Washington,10517,,13341,10892,1201,579,4,5,7,0,1314,1376,1,398,121,7,,,356,300,13,3,6,0,40441
2015-09,West Virginia,2109,,5537,6493,195,385,5,4,2,0,1099,1952,2,2,0,0,,,8,5,3,0,0,0,17801
2015-09,Wisconsin,4610,,11463,13481,514,37,0,0,3,0,132,315,8,29,16,0,,,4,11,3,1,3,0,30630
2015-09,Wyoming,484,,1498,2275,100,97,0,2,2,0,176,316,0,0,0,0,,,3,13,0,2,0,0,4968
2015-08,Alabama,25643,,17991,13613,703,896,0,13,14,0,2225,1668,4,0,0,0,,,0,0,0,0,0,0,62770
2015-08,Alaska,236,,2570,3440,142,161,0,6,8,0,182,192,4,17,18,0,,,0,0,0,0,0,0,6976
2015-08,Arizona,4687,,9987,7109,651,536,0,2,3,1,1240,699,2,84,2,0,,,0,0,0,0,0,0,25003
2015-08,Arkansas,6794,,5352,5941,155,283,0,4,10,0,937,1608,3,0,0,0,,,0,0,0,0,0,0,21087
2015-08,California,59988,,33938,26257,3935,0,0,0,0,0,498,501,5,0,0,0,,,0,0,0,0,0,0,125122
2015-08,Colorado,5851,,15890,12572,776,908,0,0,0,0,0,0,0,127,32,0,,,0,0,0,0,0,0,36156
2015-08,Connecticut,9522,,8418,3398,175,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,21514
2015-08,Delaware,338,,1570,1392,57,62,0,3,2,0,25,9,1,0,0,0,,,0,0,0,0,0,0,3459
2015-08,District of Columbia,0,,65,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,67
2015-08,Florida,17140,,42171,20307,2373,1700,193,16,5,0,2387,1134,3,0,0,0,,,0,0,0,0,0,0,87429
2015-08,Georgia,14217,,12736,9241,393,511,0,8,12,0,1828,1568,5,0,0,0,,,0,0,0,0,0,0,40519
2015-08,Guam,0,,84,42,15,5,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,147
2015-08,Hawaii,1173,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,0,0,0,0,0,0,1175
2015-08,Idaho,1708,,2723,4163,118,173,0,1,2,0,307,589,0,7,1,0,,,0,0,0,0,0,0,9792
2015-08,Illinois,64498,,18088,11085,0,643,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,94314
2015-08,Indiana,35816,,16546,11880,894,510,1,1,9,2,11,522,1,18,0,1,,,0,0,0,0,0,0,66212
2015-08,Iowa,6064,,170,2288,14,3,0,0,0,0,0,53,0,0,0,0,,,0,0,0,0,0,0,8592
2015-08,Kansas,1222,,5378,5354,244,279,3,2,2,0,477,402,0,3,0,0,,,0,0,0,0,0,0,13366
2015-08,Kentucky,266788,,8238,7362,201,453,1,6,15,1,1621,1763,1,7,6,0,,,0,0,0,0,0,0,286463
2015-08,Louisiana,1974,,13992,11514,650,720,0,3,4,2,981,1039,1,0,0,0,,,0,0,0,0,0,0,30880
2015-08,Maine,491,,2966,3249,149,157,0,0,0,0,100,160,0,5,6,0,,,0,0,0,0,0,0,7283
2015-08,Mariana Islands,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1
2015-08,Maryland,1202,,2783,4315,101,10,0,1,1,0,59,121,3,3,0,0,,,0,5,0,0,0,2,8606
2015-08,Massachusetts,4469,,5177,2623,329,188,0,0,0,0,2,3,0,0,1,0,,,0,0,0,0,0,0,12792
2015-08,Michigan,14223,,9157,9431,279,141,0,0,1,1,8,313,0,39,7,0,,,0,0,0,0,0,0,33600
2015-08,Minnesota,18855,,7643,11193,370,294,0,0,1,0,164,493,1,13,9,0,,,0,0,0,0,0,0,39036
2015-08,Mississippi,826,,7830,6651,210,302,28,27,34,2,1157,1306,3,0,0,0,,,0,0,0,0,0,0,18376
2015-08,Missouri,6121,,16501,13231,941,846,0,9,5,0,1128,1335,3,110,28,1,,,0,0,0,0,0,0,40259
2015-08,Montana,897,,2688,4672,116,216,16,1,6,9,501,1001,0,4,3,0,,,0,0,0,0,0,0,10130
2015-08,Nebraska,3215,,140,1955,16,4,0,0,0,0,6,77,0,2,3,0,,,0,0,0,0,0,0,5418
2015-08,Nevada,1550,,3949,2462,178,234,0,0,0,0,280,165,0,0,0,0,,,0,0,0,0,0,0,8818
2015-08,New Hampshire,3035,,3870,3100,77,0,3,1,0,0,0,18,0,77,3,1,,,0,0,0,0,0,0,10185
2015-08,New Jersey,0,,3555,2840,142,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,6537
2015-08,New Mexico,736,,5029,3835,272,262,0,1,1,1,455,532,0,55,0,0,,,0,0,0,0,0,0,11179
2015-08,New York,3074,,7501,12410,492,122,0,1,1,0,10,10,0,0,1,1,,,200,138,9,3,5,0,23978
2015-08,North Carolina,21906,,1063,11789,575,196,0,7,14,0,1741,2270,4,0,0,0,,,0,0,0,0,0,0,39565
2015-08,North Dakota,551,,1409,2855,70,60,0,0,2,0,66,135,0,0,0,0,,,0,0,0,0,0,0,5148
2015-08,Ohio,8706,,23147,15795,1132,1031,2,17,10,0,1283,869,6,1,0,0,,,0,0,0,0,0,0,51999
2015-08,Oklahoma,0,,11425,9936,737,799,0,3,9,0,1759,1700,8,0,0,0,,,0,0,0,0,0,0,26376
2015-08,Oregon,15,,10589,8789,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,19393
2015-08,Pennsylvania,19070,,41542,7972,0,0,65,0,0,0,0,0,0,402,111,0,,,0,0,0,0,0,0,69162
2015-08,Puerto Rico,0,,1070,227,24,23,0,0,0,0,8,5,0,0,0,0,,,0,0,0,0,0,0,1357
2015-08,Rhode Island,0,,740,575,41,114,0,0,0,0,5,2,0,0,0,0,,,0,0,0,0,0,0,1477
2015-08,South Carolina,7084,,8487,6785,479,289,2,5,3,0,1034,860,6,12,1,0,,,0,0,0,0,0,0,25047
2015-08,South Dakota,684,,2233,3728,204,150,0,0,0,0,126,244,0,0,0,0,,,0,0,0,0,0,0,7369
2015-08,Tennessee,9774,,22983,15384,0,955,0,0,0,0,0,0,0,30,2,0,,,0,0,0,0,0,0,49128
2015-08,Texas,24521,,41503,40561,2433,2251,0,21,26,2,6028,4851,36,0,0,0,,,0,0,0,0,0,0,122233
2015-08,Utah,12489,,2689,3477,114,162,0,0,0,0,226,346,0,148,59,7,,,0,0,0,0,0,0,19717
2015-08,Vermont,0,,1171,1190,46,56,0,0,0,0,0,3,0,0,0,0,,,0,0,0,0,0,0,2466
2015-08,Virgin Islands,79,,18,2,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,100
2015-08,Virginia,364,,18252,12733,793,0,0,0,0,0,0,0,0,3,2,0,,,0,0,0,0,0,0,32147
2015-08,Washington,9054,,12705,9373,1070,513,5,3,5,0,1241,1133,4,369,97,1,,,239,205,5,2,6,1,36031
2015-08,West Virginia,2266,,5565,5742,181,431,1,1,0,1,960,1569,3,0,0,0,,,0,0,0,0,0,0,16720
2015-08,Wisconsin,4398,,11549,11531,421,37,0,0,0,0,137,273,1,29,14,6,,,0,0,0,0,0,0,28396
2015-08,Wyoming,638,,1578,2045,80,100,1,1,4,0,178,214,0,0,0,0,,,0,0,0,0,0,0,4839
2015-07,Alabama,22960,,17698,10276,653,796,0,14,11,1,2586,1759,8,0,0,0,,,0,0,0,0,0,0,56762
2015-07,Alaska,171,,2709,2439,116,164,0,11,6,0,199,185,4,16,9,0,,,0,0,0,0,0,0,6029
2015-07,Arizona,4262,,10226,6078,668,486,0,4,6,2,1325,630,5,82,5,0,,,0,0,0,0,0,0,23779
2015-07,Arkansas,5128,,5216,4146,165,251,0,1,6,0,1072,1708,1,0,0,0,,,0,0,0,0,0,0,17694
2015-07,California,67429,,39980,27844,3995,0,0,0,0,0,585,522,10,0,0,0,,,0,0,0,0,0,0,140365
2015-07,Colorado,2727,,15828,10903,751,868,1,0,0,0,0,0,0,164,38,0,,,0,0,0,0,0,0,31280
2015-07,Connecticut,10365,,8660,3012,158,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,22195
2015-07,Delaware,470,,1523,1148,58,36,0,3,1,0,22,14,0,0,0,0,,,0,0,0,0,0,0,3275
2015-07,District of Columbia,0,,59,5,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,64
2015-07,Florida,15769,,42570,18069,2133,1598,154,11,2,0,2542,1024,3,1,1,0,,,0,0,0,0,0,0,83877
2015-07,Georgia,15820,,12674,6707,347,516,0,8,7,0,2004,1520,5,0,0,0,,,0,0,0,0,0,0,39608
2015-07,Guam,0,,119,51,13,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,186
2015-07,Hawaii,1155,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,0,0,0,0,0,0,1157
2015-07,Idaho,1822,,2576,3125,121,156,0,1,4,0,327,539,1,1,2,0,,,0,0,0,0,0,0,8675
2015-07,Illinois,66883,,18469,9243,0,702,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,95297
2015-07,Indiana,26099,,15416,8954,758,429,0,2,0,0,9,457,4,26,0,0,,,0,0,0,0,0,0,52154
2015-07,Iowa,6577,,120,1563,22,3,0,0,1,0,2,67,1,0,0,0,,,0,0,0,0,0,0,8356
2015-07,Kansas,1271,,5641,3849,227,286,1,4,1,0,572,396,0,0,0,0,,,0,0,0,0,0,0,12248
2015-07,Kentucky,201788,,8223,5645,238,467,0,7,8,1,1840,1787,5,4,5,0,,,0,0,0,0,0,0,220018
2015-07,Louisiana,1361,,11858,7371,606,521,0,4,0,0,1033,1066,2,0,0,0,,,0,0,0,0,0,0,23822
2015-07,Maine,609,,2973,2469,117,119,2,1,0,0,98,148,1,5,7,0,,,0,0,0,0,0,0,6549
2015-07,Mariana Islands,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1
2015-07,Maryland,1620,,2918,3750,100,8,0,0,1,0,61,126,0,3,2,0,,,0,5,0,0,0,1,8595
2015-07,Massachusetts,4814,,4617,1993,326,140,1,0,0,0,2,1,3,0,0,0,,,0,0,0,0,0,1,11898
2015-07,Michigan,15819,,8837,6681,296,153,1,0,0,0,6,327,0,27,6,0,,,0,0,0,0,0,0,32153
2015-07,Minnesota,16325,,6949,7139,362,299,0,1,1,1,217,420,1,11,5,1,,,0,0,0,0,0,0,31732
2015-07,Mississippi,1036,,7869,4333,240,278,28,43,31,0,1368,1344,5,0,0,0,,,0,0,0,0,0,0,16575
2015-07,Missouri,6079,,16736,10260,935,810,0,5,9,0,1234,1308,5,108,44,6,,,0,0,0,0,0,0,37539
2015-07,Montana,911,,2563,3612,92,186,13,2,3,3,439,874,2,7,4,2,,,0,0,0,0,0,0,8713
2015-07,Nebraska,3055,,103,1332,12,5,0,0,0,0,6,73,0,9,1,0,,,0,0,0,0,0,0,4596
2015-07,Nevada,1723,,4074,2201,186,210,0,0,0,0,289,145,1,0,0,0,,,0,0,0,0,0,0,8829
2015-07,New Hampshire,3059,,3675,2517,93,0,9,0,0,0,0,11,0,37,2,1,,,0,0,0,0,0,0,9404
2015-07,New Jersey,0,,3925,2538,125,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,6588
2015-07,New Mexico,783,,4745,3325,251,263,0,0,0,0,481,518,1,37,0,0,,,0,0,0,0,0,0,10404
2015-07,New York,2843,,8140,9957,416,114,0,0,1,0,11,7,1,1,0,0,,,202,119,4,1,4,0,21821
2015-07,North Carolina,22174,,964,9325,531,206,0,8,16,1,2120,2301,5,0,0,0,,,0,0,0,0,0,0,37651
2015-07,North Dakota,804,,1400,2040,57,102,0,1,1,0,62,126,0,0,0,0,,,0,0,0,0,0,0,4593
2015-07,Ohio,8956,,23344,13252,1224,898,0,15,15,0,1423,815,9,1,0,0,,,0,0,0,0,0,0,49952
2015-07,Oklahoma,0,,11162,7162,690,810,0,3,10,0,1844,1903,10,0,0,0,,,0,0,0,0,0,0,23594
2015-07,Oregon,18,,9956,8029,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,18003
2015-07,Pennsylvania,19538,,38287,6885,0,0,25,0,0,0,0,0,0,405,106,4,,,0,0,0,0,0,0,65250
2015-07,Puerto Rico,0,,1083,213,12,28,0,0,0,0,6,0,0,0,0,0,,,0,0,0,0,0,0,1342
2015-07,Rhode Island,0,,739,520,78,118,0,0,0,0,5,1,0,0,0,0,,,0,0,0,0,0,0,1461
2015-07,South Carolina,8984,,8486,4989,379,274,1,7,2,1,1070,807,4,13,0,0,,,0,0,0,0,0,0,25017
2015-07,South Dakota,757,,1926,2605,132,109,0,0,0,1,152,232,0,0,0,0,,,0,0,0,0,0,0,5914
2015-07,Tennessee,21886,,22803,12231,0,953,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,57873
2015-07,Texas,21479,,41237,27981,2300,2202,0,38,31,0,6195,4517,33,0,0,0,,,0,0,0,0,0,0,106013
2015-07,Utah,10691,,2586,2842,179,139,0,0,2,1,241,300,0,204,66,8,,,0,0,0,0,0,0,17259
2015-07,Vermont,0,,1178,939,57,43,0,0,0,0,1,1,0,0,0,0,,,0,0,0,0,0,0,2219
2015-07,Virgin Islands,126,,28,3,0,2,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,159
2015-07,Virginia,624,,19564,11481,738,0,0,0,0,0,0,0,0,5,7,0,,,0,0,0,0,0,0,32419
2015-07,Washington,8993,,12222,8220,1000,479,1,6,7,0,1289,1133,2,384,85,6,,,183,146,14,3,4,0,34177
2015-07,West Virginia,2262,,5632,4503,186,378,4,5,5,0,1115,1514,3,0,0,0,,,0,0,0,0,0,0,15607
2015-07,Wisconsin,4367,,11408,7673,428,33,0,0,2,0,137,250,4,34,11,3,,,0,0,0,0,0,0,24350
2015-07,Wyoming,542,,1512,1778,65,85,0,2,1,1,160,225,0,0,0,0,,,0,0,0,0,0,0,4371
2015-06,Alabama,16801,,15299,8861,541,598,0,15,12,1,2253,1565,6,0,0,0,,,0,0,0,0,0,0,45952
2015-06,Alaska,291,,2612,2256,113,141,0,6,5,0,188,182,5,21,7,3,,,0,0,0,0,0,0,5830
2015-06,Arizona,4728,,9616,5804,587,455,0,4,1,0,1150,565,5,76,8,0,,,0,0,0,0,0,0,22999
